,date,status,id,text,photo
115,Début de diffusion le 14 sep 2019,Inactive,ID : 328443254604081,Vlaams Belang is het énige alternatief. Tijd voor een beleid waar onze mensen weer op de eerste plaats komen!,https://scontent.fgva1-1.fna.fbcdn.net/v/t1.6435-0/s600x600/70339520_10157490270746505_6368336988340224_n.jpg?_nc_cat=103&_nc_ohc=WDVCroxUx80AX9NzVbl&_nc_ht=scontent.fgva1-1.fna&_nc_tp=1002&oh=bcb2aa088d6ec5ca4e127be53a5e4d84&oe=5E993BBE
116,Début de diffusion le 13 sep 2019,Inactive,ID : 409980076370431,"Het islamisme, salafisme en koranscholen horen NIET thuis in onze maatschappij. Daarnaast blijven wij tegen elke vorm van subsidiëring van deze extremistische stromingen. Het is een schande dat tot op de dag van vandaag ons BELASTINGGELD hieraan wordt verkwist!",https://scontent.fgva1-1.fna.fbcdn.net/v/t1.6435-0/s600x600/70537705_10157488914886505_145669279042240512_n.jpg?_nc_cat=104&_nc_ohc=PaOOV0Y622wAX9hA06p&_nc_ht=scontent.fgva1-1.fna&_nc_tp=1002&oh=95e666534dd6bd35bc8c4ecd45a98e76&oe=5EDBEF13
117,Début de diffusion le 12 sep 2019,Inactive,ID : 1202483879959169,"""De vrijheid van onderwijs dient niet om onze vrijheden te laten torpederen door moslimextremisten. Het Vlaams Belang voerde van meet af aan oppositie tegen de mogelijke komst van de eerste islamschool in Vlaanderen en is dus tevreden met deze enige juiste beslissing. Verzet loont!"" - Chris Janssens",https://scontent.fgva1-1.fna.fbcdn.net/v/t1.6435-0/s600x600/69468651_10157455459006505_8678962907494481920_n.jpg?_nc_cat=108&_nc_ohc=bCdKNJYk_DQAX9eu-Lj&_nc_ht=scontent.fgva1-1.fna&_nc_tp=1002&oh=ad7bd36cf17a40a6ab7c5cd10c1211e1&oe=5EA808EC
118,Début de diffusion le 11 sep 2019,Inactive,ID : 3055406844501279,"Hoe groter onze beweging, hoe meer druk wij kunnen zetten op de traditionele machtspartijen. Wees daarom massaal aanwezig op onze strijdmeeting in Gent! #eerstONZEmensen",https://scontent.fgva1-1.fna.fbcdn.net/v/t39.16868-6/s600x600/70940474_3055406894501274_9005738446169309184_n.jpg?_nc_cat=102&_nc_ohc=NPf8PbEYbmkAX-Wh6_O&_nc_ht=scontent.fgva1-1.fna&_nc_tp=1002&oh=2738e544072415896972ef8f778ace8f&oe=5E932C89
119,Début de diffusion le 10 sep 2019,Inactive,ID : 387910051849252,"Bedreigingen met messen, intimidatie, meisjes die gedwongen worden om armen en benen te bedekken,... Extra patrouilles van de politie in Turnhout is NIET voldoende. Dit tuig moet HARD aangepakt worden. Tijd om ONZE jeugd te beschermen!",https://scontent.fgva1-1.fna.fbcdn.net/v/t39.16868-6/s600x600/70820030_387910071849250_8442950395835187200_n.jpg?_nc_cat=105&_nc_ohc=SavcvdiBQmkAX8A2kPW&_nc_ht=scontent.fgva1-1.fna&_nc_tp=1002&oh=d9fb422888086d729dffa66430a8a7cd&oe=5EA4DB23
120,Début de diffusion le 6 sep 2019,Inactive,ID : 1362286623927616,500 asielzoekers in een kleine gemeente zoals Leopoldburg: waanzin! NIEMAND wil dit asielcentrum. LIKE als je hetzelfde denkt.,https://scontent.fgva1-1.fna.fbcdn.net/v/t39.16868-6/s600x600/70650940_1362286640594281_4792538741845524480_n.jpg?_nc_cat=110&_nc_ohc=6eQyG_ciatEAX_oRc86&_nc_ht=scontent.fgva1-1.fna&_nc_tp=1002&oh=15d5b6b53c8d94f1bc09090d3e2585a9&oe=5E911D42
121,Début de diffusion le 6 sep 2019,Inactive,ID : 515366162597501,NIEMAND wil een asielcentrum in Dormaal (Zoutleeuw)! LIKE als je hetzelfde denkt.,https://scontent.fgva1-1.fna.fbcdn.net/v/t39.16868-6/s600x600/70477369_515366195930831_4308021479729004544_n.jpg?_nc_cat=107&_nc_ohc=9P1tee79RMwAX83OQYy&_nc_ht=scontent.fgva1-1.fna&_nc_tp=1002&oh=3ca0adedbdd54b7405f27a34a05d6e6e&oe=5E92C4A2
122,Début de diffusion le 6 sep 2019,Inactive,ID : 381981639397276,Charles Michel en de MR = pestbelastingen. Geen nieuwe Franstalige dominantie. LIKE als je het eens bent!,https://scontent.fgva1-1.fna.fbcdn.net/v/t39.16868-6/s600x600/70700709_381981666063940_6411192945113825280_n.jpg?_nc_cat=107&_nc_ohc=zVt3ybrEgusAX_CbTJt&_nc_ht=scontent.fgva1-1.fna&_nc_tp=1002&oh=c9f5bccdddd04ba3665b976ba4d7d90a&oe=5EA5B5F2
123,Début de diffusion le 5 sep 2019,Inactive,ID : 2400237566917440,"Onze eerste vacatures staan online! Is werken voor het Vlaams Belang iets voor jou? Aarzel dan niet, ontdek het via www.vlaamsbelang.org/vacatures en solliciteer vandaag nog! Deel gerust dit bericht zodat vrienden en familie onze vacatures kunnen ontdekken.  (Hou zeker deze pagina in het oog. De komende weken worden nog andere vacatures bekendgemaakt.)",https://scontent.fgva1-1.fna.fbcdn.net/v/t1.6435-0/s600x600/67137184_10157351324851505_2757297140639203328_n.jpg?_nc_cat=105&_nc_ohc=oKpn4vX-MWQAX-Zycgk&_nc_ht=scontent.fgva1-1.fna&_nc_tp=1002&oh=047eaafce324343fb137de2014d667ad&oe=5ED1B052
124,Début de diffusion le 5 sep 2019,Inactive,ID : 2390991597838462,"Échte verandering kan enkel via het Vlaams Belang. Hoe groter onze beweging, hoe meer druk wij kunnen zetten op de traditionele politiek. Wij hopen jullie massaal te mogen verwelkomen op onze meeting!",https://scontent.fgva1-1.fna.fbcdn.net/v/t39.16868-6/s600x600/70326253_2390991617838460_450941286560563200_n.jpg?_nc_cat=100&_nc_ohc=B9PEsCjRRtUAX8dmBFb&_nc_ht=scontent.fgva1-1.fna&_nc_tp=1002&oh=a26c919abe66375f9a02e7cf3683e53b&oe=5E9A1232
125,Début de diffusion le 30 aoû 2019,Inactive,ID : 1227620690777912,"""De vrijheid van onderwijs dient niet om onze vrijheden te laten torpederen door moslimextremisten. Het Vlaams Belang voerde van meet af aan oppositie tegen de mogelijke komst van de eerste islamschool in Vlaanderen en is dus tevreden met deze enige juiste beslissing. Verzet loont!"" - Chris Janssens",https://scontent.fgva1-1.fna.fbcdn.net/v/t1.6435-0/s600x600/69468651_10157455459006505_8678962907494481920_n.jpg?_nc_cat=108&_nc_ohc=bCdKNJYk_DQAX9eu-Lj&_nc_ht=scontent.fgva1-1.fna&_nc_tp=1002&oh=ad7bd36cf17a40a6ab7c5cd10c1211e1&oe=5EA808EC
126,Début de diffusion le 28 aoû 2019,Inactive,ID : 508751519875536,"Samen kunnen we onze eis voor een beleid, waar ONZE mensen op de eerste plaats komen, luider dan ooit laten weerklinken. We hopen u massaal te mogen verwelkomen!",https://scontent.fgva1-1.fna.fbcdn.net/v/t39.16868-6/s600x600/70045952_508751539875534_8678759875800465408_n.jpg?_nc_cat=107&_nc_ohc=9llNILViLYUAX_9JNGh&_nc_ht=scontent.fgva1-1.fna&_nc_tp=1002&oh=d7f83a6d0d22c45834ef945a1010a598&oe=5E9FE9E9
127,Début de diffusion le 28 aoû 2019,Inactive,ID : 652159355267683,"Deze Marrakesh-regering luistert NIET naar de bevolking en opent her en der nieuwe asielcentra. Het blijft dweilen met de kraan open, ons belastinggeld wordt verkwist en échte (ontradende) maatregelen blijven uit. Tijd voor een ASIELREM!",https://scontent.fgva1-1.fna.fbcdn.net/v/t39.16868-6/s600x600/69995223_652159385267680_3119893196188942336_n.jpg?_nc_cat=102&_nc_ohc=ie6te9E2kxwAX__iKYw&_nc_ht=scontent.fgva1-1.fna&_nc_tp=1002&oh=46c5f27fd56802cf38da4a5bee9ef37f&oe=5ED03839
128,Début de diffusion le 28 aoû 2019,Inactive,ID : 416927342279422,Vlaams Belang is het énige alternatief voor échte verandering. Zet samen met ons het politieke jaar krachtig in en kom naar onze meeting!,https://scontent.fgva1-1.fna.fbcdn.net/v/t39.16868-6/s600x600/69998197_416927365612753_7414288909351256064_n.jpg?_nc_cat=106&_nc_ohc=6-71rnpCl5kAX8y2dkh&_nc_ht=scontent.fgva1-1.fna&_nc_tp=1002&oh=7ff91a428694940ef3f369518d3f56a8&oe=5ED6BE11
129,Début de diffusion le 27 aoû 2019,Inactive,ID : 906322819734698,"Zet samen met Tom Van Grieken, Barbara Pas en Chris Janssens het politieke jaar krachtig in. Wij blijven strijden om onze mensen terug op de eerste plaats te zetten!",https://scontent.fgva1-1.fna.fbcdn.net/v/t39.16868-6/s600x600/69999329_906322856401361_224686858993401856_n.jpg?_nc_cat=109&_nc_ohc=PnaksLi_CacAX--g6Jn&_nc_ht=scontent.fgva1-1.fna&_nc_tp=1002&oh=8a9281ce7b24268539728a9d4fc7a44f&oe=5E96E4B1
